Id,Name,Category,ChestMain,DeltoidAnterior,DeltoidLateral,DeltoidPosterior,Biceps,Triceps,Forearms,Lats,Rhomboids,LowerBack,Abs,CoreStabilizers,Quadriceps,Hamstrings,Glutes,Calves
1335,dumbbell rear lunge,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.7,0.0
1336,dumbbell reverse grip biceps curl,upper arms,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,dumbbell reverse fly,shoulders,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,dumbbell reverse preacher curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,dumbbell rotation reverse fly,shoulders,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,dumbbell seated alternate front raise,shoulders,0.1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,dumbbell seated alternate press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,dumbbell seated bench extension,upper arms,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,dumbbell seated biceps curl (on stability ball),upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,dumbbell seated curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,dumbbell seated front raise,shoulders,0.1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,dumbbell seated inner biceps curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,dumbbell seated kickback,upper arms,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,dumbbell seated lateral raise v. 2,shoulders,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,dumbbell seated lateral raise,shoulders,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,dumbbell seated neutral wrist curl,upper arms,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,dumbbell seated one arm kickback,upper arms,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,dumbbell seated one arm rotate,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,dumbbell seated one leg calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1355,dumbbell seated palms up wrist curl,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,dumbbell seated preacher curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,dumbbell seated reverse grip concentration curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,dumbbell seated shoulder press (parallel grip),shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1359,dumbbell seated shoulder press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1360,dumbbell shrug,back,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,dumbbell side bend,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.4,0.0,0.0,0.0,0.0
1362,dumbbell side lying one hand raise,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,dumbbell single leg calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1364,dumbbell single leg split squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.8,0.3,0.6,0.0
1365,dumbbell single leg squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,0.3,0.6,0.0
1366,dumbbell squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1367,dumbbell standing alternate overhead press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1368,dumbbell standing alternate raise,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,dumbbell standing biceps curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,dumbbell standing concentration curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,dumbbell standing front raise above head,shoulders,0.1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,dumbbell standing kickback,upper arms,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,dumbbell standing one arm concentration curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,dumbbell standing one arm curl (over incline bench),upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,dumbbell standing one arm extension,upper arms,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,dumbbell standing one arm palm in press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,dumbbell standing one arm reverse curl,upper arms,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,dumbbell standing overhead press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1380,dumbbell standing palms in press,shoulders,0.0,0.7,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1381,dumbbell standing preacher curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,dumbbell standing reverse curl,upper arms,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,dumbbell standing triceps extension,upper arms,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,dumbbell step-up,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.2,0.7,0.2
1385,dumbbell stiff leg deadlift,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.6,0.1,0.9,0.5,0.0
1386,dumbbell straight arm pullover,chest,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,dumbbell straight leg deadlift,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.6,0.1,0.9,0.5,0.0
1388,dumbbell tate press,upper arms,0.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,dumbbell upright row,shoulders,0.0,0.3,0.8,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,dumbbell w-press,shoulders,0.0,0.6,0.5,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,dumbbell zottman curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,elbow-to-knee,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0
1393,ez barbell anti gravity press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,ez barbell close-grip curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,ez barbell curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,ez barbell decline close grip face press,upper arms,0.5,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,ez barbell incline triceps extension,upper arms,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,ez barbell jm bench press,upper arms,0.5,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,ez barbell reverse grip curl,upper arms,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,ez barbell reverse grip preacher curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,ez barbell seated triceps extension,upper arms,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,ez barbell spider curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,finger curls,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,flexion leg sit up (bent knee),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1405,flexion leg sit up (straight arm),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1406,floor fly (with barbell),chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,flutter kicks,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.6,0.0,0.0,0.0
1408,front plank with twist,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1409,gironda sternum chin,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,gorilla chin,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0
1411,groin crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1412,handstand push-up,upper arms,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1413,hanging leg raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.0,0.0,0.0
1414,hanging pike,waist,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0
1415,hanging straight leg hip raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.5,0.0
1416,hanging straight leg raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.0,0.0,0.0
1417,hanging straight twisting leg hip raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1418,hip raise (bent knee),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.5,0.0
1419,hyperextension (on bench),back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1420,hyperextension,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1421,incline close-grip push-up,upper arms,0.3,0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,incline leg hip raise (leg straight),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.5,0.0
1423,incline push up depth jump,chest,0.6,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1424,incline push-up,chest,0.6,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1425,incline reverse grip push-up,chest,0.6,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1426,incline twisting sit-up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1427,inverse leg curl (bench support),upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0
1428,inverted row v. 2,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,inverted row with straps,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,inverted row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,isometric wipers,chest,0.8,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1432,jack burpee,cardio,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.0,0.3,0.3
1433,jackknife sit-up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1434,janda sit-up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1435,jump squat v. 2,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8,0.3,0.7,0.5
1436,jump squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8,0.3,0.7,0.5
1437,kettlebell advanced windmill,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.7,0.0,0.3,0.0,0.0
1438,kettlebell alternating hang clean,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,kettlebell alternating press on floor,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,kettlebell alternating press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,kettlebell alternating renegade row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,kettlebell alternating row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,kettlebell arnold press,shoulders,0.0,0.8,0.6,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1444,kettlebell bent press,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.7,0.3,0.0,0.0,0.0
1445,kettlebell bottoms up clean from the hang position,upper arms,0.0,0.3,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1446,kettlebell double alternating hang clean,upper arms,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0
1447,kettlebell double jerk,shoulders,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.4,0.0
1448,kettlebell double push press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,kettlebell double snatch,shoulders,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.4,0.0
1450,kettlebell double windmill,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.7,0.0,0.3,0.0,0.0
1451,kettlebell extended range one arm press on floor,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,kettlebell figure 8,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
1453,kettlebell front squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.6,0.9,0.3,0.4,0.0
1454,kettlebell goblet squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1455,kettlebell hang clean,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.7,0.3,0.5,0.2
1456,kettlebell lunge pass through,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.7,0.0
1457,kettlebell one arm clean and jerk,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,kettlebell one arm jerk,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,kettlebell one arm military press to the side,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1460,kettlebell one arm push press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,kettlebell one arm row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1462,kettlebell one arm snatch,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,kettlebell pirate supper legs,shoulders,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0
1464,kettlebell pistol squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,0.3,0.6,0.0
1465,kettlebell plyo push-up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1466,kettlebell seated press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,kettlebell seesaw press,shoulders,0.0,0.7,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1468,kettlebell sumo high pull,back,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.5,0.4,0.4,0.0,0.0,0.5,0.0,0.5,0.0
1538,push-up (bosu ball),chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1469,kettlebell swing,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.4,0.3,0.5,0.7,0.0
1470,kettlebell thruster,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,kettlebell turkish get up (squat style),upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1472,kettlebell two arm clean,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,kettlebell two arm military press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1474,kettlebell windmill,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.7,0.0,0.3,0.0,0.0
1475,kick out sit,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1476,kipping muscle up,back,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.7,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1477,landmine 180,waist,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0
1478,leg pull in flat bench,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0
1479,lever alternating narrow grip seated row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.5,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1480,lever assisted chin-up,back,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,triceps stretch,upper arms,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,lever back extension,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1482,lever bent over row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0
1483,lever bicep curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,lever chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,lever chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,lever deadlift,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.6,0.7,0.0
1487,lever front pulldown,back,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,lever gripless shrug,back,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,lever high row,back,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,lever kneeling leg curl,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1491,lever kneeling twist,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1492,lever lateral raise,shoulders,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,lever leg extension,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1494,lever lying leg curl,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1495,lever military press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1496,lever narrow grip seated row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.5,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1497,lever one arm bent over row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.4,0.0,0.4,0.0,0.0,0.0,0.0
1498,lever one arm shoulder press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1499,lever overhand triceps dip,upper arms,0.2,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1500,lever preacher curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,lever reverse hyperextension,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.6,0.0
1502,lever seated calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1503,lever seated crunch (chest pad),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
